provider,account_number,monthly_amount,payment_status,user_id,payment_history
Indah Water,47873119,189.45,Paid,50fe6fe4-dd5e-4c43-adaa-2aebb1b5f12c,"[{""month"": ""2024-11"", ""amount"": 268.58, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 364.74, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 389.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 236.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 392.99, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 137.25, ""status"": ""Paid""}]"
Unifi,65969791,184.84,Paid,50fe6fe4-dd5e-4c43-adaa-2aebb1b5f12c,"[{""month"": ""2024-11"", ""amount"": 80.0, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 232.25, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 140.28, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 354.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 142.82, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 116.05, ""status"": ""Paid""}]"
Unifi,9007454,71.83,Paid,c7e7d387-6503-410a-ad22-6caea1e575ec,"[{""month"": ""2024-11"", ""amount"": 488.37, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 303.99, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 107.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 355.9, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 323.82, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 298.82, ""status"": ""Paid""}]"
Time Internet,63500909,266.25,Paid,c7e7d387-6503-410a-ad22-6caea1e575ec,"[{""month"": ""2024-11"", ""amount"": 137.79, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 399.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 105.01, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 438.51, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 493.38, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 70.82, ""status"": ""Pending""}]"
Unifi,57770286,147.97,Paid,5b29a7ab-83cc-4e1e-ab1e-620f8d55ce74,"[{""month"": ""2024-11"", ""amount"": 130.35, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 67.42, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 390.94, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 378.81, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 67.31, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 306.38, ""status"": ""Paid""}]"
Air Selangor,67086804,275.22,Paid,5b29a7ab-83cc-4e1e-ab1e-620f8d55ce74,"[{""month"": ""2024-11"", ""amount"": 214.98, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 86.86, ""status"": ""Late""}, {""month"": ""2024-09"", ""amount"": 376.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 98.31, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 390.76, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 152.39, ""status"": ""Paid""}]"
Indah Water,7773613,134.04,Paid,5b29a7ab-83cc-4e1e-ab1e-620f8d55ce74,"[{""month"": ""2024-11"", ""amount"": 239.71, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 421.88, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 240.02, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 489.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 56.32, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 361.54, ""status"": ""Paid""}]"
Air Selangor,73479428,134.46,Paid,b9a7f478-471f-42e0-b50e-7595bd82a0e2,"[{""month"": ""2024-11"", ""amount"": 454.75, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 63.33, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 230.82, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 145.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 441.68, ""status"": ""Late""}, {""month"": ""2024-07"", ""amount"": 214.45, ""status"": ""Paid""}]"
Maxis,39058698,110.32,Paid,b9a7f478-471f-42e0-b50e-7595bd82a0e2,"[{""month"": ""2024-11"", ""amount"": 258.37, ""status"": ""Late""}, {""month"": ""2024-10"", ""amount"": 479.53, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 119.56, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 476.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 458.8, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 442.87, ""status"": ""Paid""}]"
Maxis,61639836,147.96,Paid,63c51978-7f82-464f-8fac-82dda3063c62,"[{""month"": ""2024-11"", ""amount"": 146.03, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 268.31, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 354.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 87.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 413.22, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 328.84, ""status"": ""Paid""}]"
Maxis,81716986,182.85,Paid,63c51978-7f82-464f-8fac-82dda3063c62,"[{""month"": ""2024-11"", ""amount"": 404.04, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 351.83, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 391.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 485.61, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 299.17, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 241.4, ""status"": ""Paid""}]"
Indah Water,32963641,200.18,Paid,63c51978-7f82-464f-8fac-82dda3063c62,"[{""month"": ""2024-11"", ""amount"": 396.09, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 270.65, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 70.7, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 482.62, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 301.01, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 96.38, ""status"": ""Paid""}]"
Unifi,21421790,133.32,Paid,63c51978-7f82-464f-8fac-82dda3063c62,"[{""month"": ""2024-11"", ""amount"": 369.12, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 120.98, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 154.42, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 283.19, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 478.56, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 429.72, ""status"": ""Paid""}]"
Maxis,74384221,125.77,Paid,fcb600d7-a846-457c-93e8-453f494ef2b0,"[{""month"": ""2024-11"", ""amount"": 158.43, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 314.46, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 109.93, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 440.44, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 257.94, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 260.05, ""status"": ""Paid""}]"
Time Internet,5585461,57.52,Overdue,fcb600d7-a846-457c-93e8-453f494ef2b0,"[{""month"": ""2024-11"", ""amount"": 89.86, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 274.77, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 182.8, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 401.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 143.04, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 446.89, ""status"": ""Paid""}]"
Air Selangor,86384854,251.12,Paid,fcb600d7-a846-457c-93e8-453f494ef2b0,"[{""month"": ""2024-11"", ""amount"": 175.8, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 145.65, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 474.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 460.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 200.59, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 247.9, ""status"": ""Paid""}]"
Air Selangor,32830625,191.71,Paid,fcb600d7-a846-457c-93e8-453f494ef2b0,"[{""month"": ""2024-11"", ""amount"": 467.66, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 451.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 373.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 227.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 390.14, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 265.82, ""status"": ""Paid""}]"
Indah Water,65196207,83.54,Paid,ca1dfbe7-a09b-4a13-9208-b61c6dd73440,"[{""month"": ""2024-11"", ""amount"": 116.54, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 380.77, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 62.78, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 219.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 381.66, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 230.1, ""status"": ""Paid""}]"
Time Internet,89660685,188.32,Paid,ca1dfbe7-a09b-4a13-9208-b61c6dd73440,"[{""month"": ""2024-11"", ""amount"": 244.83, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 327.94, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 343.0, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 317.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 402.85, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 52.38, ""status"": ""Late""}]"
Indah Water,13947861,69.79,Paid,ca1dfbe7-a09b-4a13-9208-b61c6dd73440,"[{""month"": ""2024-11"", ""amount"": 217.69, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 139.22, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 392.37, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 425.34, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 197.97, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 154.38, ""status"": ""Paid""}]"
Air Selangor,10020120,101.83,Paid,06522faf-a3ca-4828-a17f-93f51e59eab6,"[{""month"": ""2024-11"", ""amount"": 293.03, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 250.26, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 127.97, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 471.03, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 266.7, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 156.0, ""status"": ""Paid""}]"
Air Selangor,97625102,53.87,Paid,06522faf-a3ca-4828-a17f-93f51e59eab6,"[{""month"": ""2024-11"", ""amount"": 129.13, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 356.42, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 398.37, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 69.39, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 146.23, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 246.06, ""status"": ""Paid""}]"
Maxis,50682717,103.92,Paid,06522faf-a3ca-4828-a17f-93f51e59eab6,"[{""month"": ""2024-11"", ""amount"": 367.06, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 290.11, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 469.18, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 412.27, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 415.28, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 252.45, ""status"": ""Paid""}]"
Maxis,33013283,261.11,Paid,06522faf-a3ca-4828-a17f-93f51e59eab6,"[{""month"": ""2024-11"", ""amount"": 260.98, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 421.75, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 369.68, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 145.15, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 303.97, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 441.04, ""status"": ""Paid""}]"
Time Internet,43358644,91.59,Paid,b764a8d4-4f1b-4d00-b647-3f7459fd7198,"[{""month"": ""2024-11"", ""amount"": 160.35, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 203.55, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 289.22, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 136.11, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 197.13, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 263.64, ""status"": ""Paid""}]"
Indah Water,49583655,288.5,Paid,b764a8d4-4f1b-4d00-b647-3f7459fd7198,"[{""month"": ""2024-11"", ""amount"": 405.77, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 336.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 71.9, ""status"": ""Late""}, {""month"": ""2024-08"", ""amount"": 168.56, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 165.71, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 235.59, ""status"": ""Paid""}]"
Maxis,77668343,289.36,Paid,b764a8d4-4f1b-4d00-b647-3f7459fd7198,"[{""month"": ""2024-11"", ""amount"": 415.65, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 391.36, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 289.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 368.47, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 89.06, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 330.21, ""status"": ""Paid""}]"
Maxis,16248992,288.14,Paid,b764a8d4-4f1b-4d00-b647-3f7459fd7198,"[{""month"": ""2024-11"", ""amount"": 381.37, ""status"": ""Pending""}, {""month"": ""2024-10"", ""amount"": 305.48, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 213.77, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 311.49, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 115.06, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 157.28, ""status"": ""Paid""}]"
Air Selangor,72271038,57.76,Paid,de9b13db-ce86-47df-ad77-91751860db05,"[{""month"": ""2024-11"", ""amount"": 279.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 294.53, ""status"": ""Pending""}, {""month"": ""2024-09"", ""amount"": 338.65, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 274.54, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 178.45, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 250.74, ""status"": ""Paid""}]"
Time Internet,40514638,161.37,Paid,de9b13db-ce86-47df-ad77-91751860db05,"[{""month"": ""2024-11"", ""amount"": 360.8, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 197.18, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 384.06, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 306.13, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 401.23, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 373.77, ""status"": ""Paid""}]"
Unifi,3963704,141.89,Paid,3129eaa4-63a8-421d-88b0-f916bdad7a9b,"[{""month"": ""2024-11"", ""amount"": 149.85, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 215.17, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 138.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 380.76, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 143.75, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 353.96, ""status"": ""Paid""}]"
Unifi,36821956,134.41,Paid,3129eaa4-63a8-421d-88b0-f916bdad7a9b,"[{""month"": ""2024-11"", ""amount"": 367.88, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 200.56, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 456.91, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 107.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 68.79, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 409.73, ""status"": ""Paid""}]"
Indah Water,17882228,249.38,Paid,95721145-65e4-485b-92b2-e6e1af1438d0,"[{""month"": ""2024-11"", ""amount"": 215.07, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 242.39, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 216.95, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 98.35, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 496.12, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 292.38, ""status"": ""Pending""}]"
Time Internet,6174319,80.76,Paid,95721145-65e4-485b-92b2-e6e1af1438d0,"[{""month"": ""2024-11"", ""amount"": 242.6, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 456.41, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 445.05, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 199.55, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 456.01, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 57.75, ""status"": ""Paid""}]"
Maxis,95078487,268.2,Paid,95721145-65e4-485b-92b2-e6e1af1438d0,"[{""month"": ""2024-11"", ""amount"": 434.95, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 137.63, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 163.92, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 349.42, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 462.86, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 310.59, ""status"": ""Paid""}]"
Unifi,52642931,295.9,Pending,b528fbcd-b861-4d50-b9d3-cf8d84c1d535,"[{""month"": ""2024-11"", ""amount"": 271.94, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 112.14, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 487.79, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 291.32, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 460.39, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 281.52, ""status"": ""Paid""}]"
Air Selangor,54352197,59.72,Paid,b528fbcd-b861-4d50-b9d3-cf8d84c1d535,"[{""month"": ""2024-11"", ""amount"": 480.64, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 312.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 86.36, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 367.0, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 66.65, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 473.87, ""status"": ""Paid""}]"
Maxis,83855764,94.86,Pending,b528fbcd-b861-4d50-b9d3-cf8d84c1d535,"[{""month"": ""2024-11"", ""amount"": 424.08, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 91.06, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 459.73, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 400.98, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 292.31, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 431.04, ""status"": ""Paid""}]"
Tenaga Nasional,6206176,184.99,Paid,aabf4648-e06d-4320-8f6a-14811e78ae9b,"[{""month"": ""2024-11"", ""amount"": 490.93, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 457.0, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 230.15, ""status"": ""Pending""}, {""month"": ""2024-08"", ""amount"": 387.41, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 459.49, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 82.15, ""status"": ""Paid""}]"
Unifi,97935689,195.99,Paid,aabf4648-e06d-4320-8f6a-14811e78ae9b,"[{""month"": ""2024-11"", ""amount"": 169.22, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 354.71, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 327.29, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 242.5, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 447.63, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 223.64, ""status"": ""Paid""}]"
Air Selangor,46732426,206.06,Paid,2477582e-6290-46c7-9910-6de62c204ce3,"[{""month"": ""2024-11"", ""amount"": 165.39, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 207.54, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 93.23, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 445.59, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 394.8, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 365.51, ""status"": ""Paid""}]"
Maxis,44828866,99.9,Paid,2477582e-6290-46c7-9910-6de62c204ce3,"[{""month"": ""2024-11"", ""amount"": 376.47, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 498.82, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 50.39, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 61.83, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 202.64, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 222.8, ""status"": ""Paid""}]"
Time Internet,37206964,71.16,Pending,2477582e-6290-46c7-9910-6de62c204ce3,"[{""month"": ""2024-11"", ""amount"": 379.44, ""status"": ""Paid""}, {""month"": ""2024-10"", ""amount"": 97.69, ""status"": ""Paid""}, {""month"": ""2024-09"", ""amount"": 365.5, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 179.87, ""status"": ""Paid""}, {""month"": ""2024-08"", ""amount"": 372.32, ""status"": ""Paid""}, {""month"": ""2024-07"", ""amount"": 347.53, ""status"": ""Paid""}]"
